latitude,longitude
36.17527306282800,-86.79265802981430
36.04522000000000,-86.65910000000000
36.04477640261460,-86.66152772996110
36.21798685900070,-86.84240625543940
36.12465000000000,-86.69971000000000
36.15590170298740,-86.78301295923690
36.15795195227970,-86.78430846433530
36.19500000000000,-86.70599000000000
36.15379266780660,-86.79441039786230
36.23021397489940,-86.78998223941640
36.18216725162010,-86.81198092696860
36.04477640261460,-86.66152772996110
36.16317000000000,-86.78018000000000
36.15708157386730,-86.78616950623860
36.20667082475870,-86.77843550266340
36.08217084162890,-86.65195258628860
36.07593807907050,-86.65999791298520
36.04573893970320,-86.67435029155920
36.17642470255160,-86.67203710744020
36.10951434166600,-86.72171933301090
36.19089639936960,-86.77482836616400
36.24279656879820,-86.78045880713000
36.04285513365570,-86.60655582017540
36.23991173386410,-86.87231406353320
36.07169970933630,-86.71632493485230
36.29194239823630,-86.88377427557290
36.18051313356950,-86.64499954229360
36.03899699050370,-86.78258042084610
36.15015566692560,-86.85795292010050
36.28012748015040,-86.74301993166330
36.18561486647790,-86.76743140865910
36.03133397736950,-86.68372731526120
36.18307000000000,-86.81021000000000
36.15198000000000,-86.78143000000000
36.03888791368400,-86.78281104456900
36.12975592843240,-86.90179784722350
36.16422965734360,-86.77772837501940
36.17010184256730,-86.60126744675580
36.11119825390020,-86.73387806298780
36.15054379556670,-86.76784928904090
36.20814000000000,-86.63644000000000
36.07826564286400,-86.70259995428950
36.05365866941440,-86.71502343765380
36.10956799485830,-86.72148937360390
36.23629948537970,-86.76269673281790
36.23481685402060,-86.77561590521000
36.15402420515990,-86.77940673111940
36.17702884205570,-86.73970666022550
36.13055441905400,-86.89897082517290
36.05306667392910,-86.59931637885280
36.13073210849790,-86.89856450571960
36.08604554888900,-86.69994904166550
36.04420026521620,-86.95739083542780
36.23146745005880,-86.75885822926930
36.13706371551020,-86.82143122049020
36.17493148115350,-86.75663439323360
36.01421273305390,-86.62051111717270
36.07713712922740,-87.02051856317770
36.15378995786170,-86.84229455342790
36.14739196020080,-86.79932557138420
36.05431695197980,-86.61872902233700
36.07448241179290,-86.63864818440880
36.19088926718570,-86.61519413429440
36.14904292847020,-86.78849632591040
36.15377677928930,-86.72151908097610
36.08604554888900,-86.69994904166550
36.04526196718170,-86.71704205988200
36.23497014966840,-86.72476623492830
36.03888791368400,-86.78281104456900
36.11395706645360,-86.81087695207130
36.09258432163940,-86.88542342148700
36.15093927581660,-86.78314641582290
36.15533223886920,-86.80487090154200
36.17023793797680,-86.60133766098530
36.08657912315260,-86.77196701764900
36.12582351067680,-86.84649361080030
36.10504300220210,-86.81954384390870
36.19904977283420,-86.79822073152170
36.13779513655640,-86.80297792131580
36.10094000000000,-86.81873000000000
36.08540856527170,-86.72704730770540
36.26926511800390,-86.75573692070890
36.14705000000000,-86.74368000000000
36.26993000000000,-86.66044000000000
36.05151000000000,-86.71435000000000
36.17437789735960,-86.77085698674420
36.17688140242120,-86.77618194092050
36.26109797405980,-86.75767442061480
36.19963913221640,-86.74065180128170
36.20795000000000,-86.73529000000000
36.03545350257290,-86.63836616427610
36.23967082420660,-86.78078592369890
36.17265933825100,-86.60191081353080
36.15376700746040,-86.78805917289730
36.27931770347110,-86.83482858750350
36.15813204719200,-86.79118571238580
36.16495125191860,-86.77609066085050
36.12670000000000,-86.71109000000000
36.17294821969340,-86.60082772825350
36.11213182912790,-86.76441584926560
36.11591000000000,-86.77325000000000
36.23877985078070,-86.74091657507740
36.08743127532360,-86.69221161172450
36.23781000000000,-86.75784000000000
36.08479759600520,-86.72818699266680
36.07999205684530,-86.58220612967780
36.17691502342070,-86.77458297833330
36.04477640261460,-86.66152772996110
36.10868284259130,-86.81212669095160
36.23781000000000,-86.75784000000000
36.21761020889410,-86.80823871705410
36.27935000000000,-86.70883000000000
36.29691659508920,-86.69916233543860
36.15179928446700,-86.77124953750060
36.23450433416180,-86.74630980612390
36.07187445620240,-86.63618326051070
36.04488342877620,-86.61042355778250
36.22840066405090,-86.82361328708700
36.21767448975170,-86.80782668484050
36.01911043198340,-86.62555487188850
36.12769945078670,-86.63104278222070
36.22370260219620,-86.80629124705550
36.23440591414990,-86.80351229024930
36.20649044947140,-86.77629828850680
36.18918102068140,-86.72639744428160
36.14420251696740,-86.79060165812950
36.14421456464010,-86.69290512262160
36.15324318292490,-86.80104447751990
36.11823227392660,-86.70023093829690
36.17419868218450,-86.75198674673410
36.20758447270820,-86.85806172973360
36.15463690485320,-86.75934206688960
36.08461508494720,-86.70425574621810
36.07960829928830,-86.72631756105250
36.16154000000000,-86.77596000000000
36.19243065663280,-86.61616549614090
36.05483091456550,-86.72827723114390
36.05483091456550,-86.72827723114390
36.20649000000000,-86.77629000000000
36.20355153829870,-86.73853152120110
36.20631601239300,-86.63326312209370
36.14028223469170,-86.75577850321500
36.13303369758030,-86.72094412387070
36.15531718345990,-86.80222246763930
36.19194320250920,-86.77273307041050
36.20649044947140,-86.77629828850680
36.24805574816800,-86.72032843409720
36.12909887101160,-86.90568807977790
36.16549234534810,-86.80028211864680
36.15924291982190,-86.79273335922170
36.23781000000000,-86.75784000000000
36.15340695352970,-86.80084348420930
36.07447959522650,-86.92094540670320
36.07885122672320,-86.88521594409610
36.09832353538600,-86.74665481279460
36.14705000000000,-86.74368000000000
36.07960829928830,-86.72631756105250
36.19399567918460,-86.62294496977410
36.16663000000000,-86.76477000000000
36.04858903318050,-86.71358184006860
36.15234000000000,-86.77157000000000
36.13530967904670,-86.82354830148440
36.26299069453750,-86.68094329854490
36.19514742652420,-86.72510016956330
36.21815836257920,-86.80348072564430
36.17293842159770,-86.60093799981890
36.25056242629690,-86.74092272272750
36.11753409630490,-86.73172022228410
36.10643443356020,-86.81942878165020
36.04536640013790,-86.65884566694760
36.03888791368400,-86.78281104456900
36.05000250173000,-86.72437133557910
36.14360229928850,-86.76952233382190
36.15162288784260,-86.76854225893110
36.13682683108340,-86.72678461099720
36.10150384818420,-86.76471094723670
36.18421189641140,-86.79806297272070
36.20265323035390,-86.76927454355380
36.13402625435740,-86.72256003498100
36.15460668607860,-86.78620106380690
36.16905075274820,-86.77224164398060
36.14063034645180,-86.73199858235510
36.10034028663820,-86.87111254708070
36.08686739183910,-86.69595499562570
36.08125530358320,-86.74476199899010
36.17596617656830,-86.76618265532620
36.03352780818000,-86.71298214791490
36.12304933903140,-86.75119164208590
36.20978000000000,-86.87156000000000
36.14904000000000,-86.77591000000000
36.06887082935330,-86.71999772949060
36.15584553205290,-86.78923208098580
36.14835013097820,-86.78028670389100
36.15307209066550,-86.84860681516280
36.15159081372030,-86.85210167957970
36.22619058830810,-86.76017853526630
36.05044203157330,-86.61472421995440
36.05044203157330,-86.61472421995440
